case_id,generator_variant,target_volume_fraction,target_mean_diameter_um,target_mean_ps,target_kappa,matrix_mu,matrix_alpha,matrix_d,fiber_mu,fiber_alpha,stabilizer_mu,stabilizer_alpha,preferred_direction_x,preferred_direction_y,preferred_direction_z,seed,cpus,double_precision
case_0411,straight,0.377585,0.557505,0.8776,0,261.239693,-15.246683,0,449.077509,23.419479,1,2,1,0,0,42,4,FALSE
case_0412,straight,0.385673,0.521043,0.8776,0,107.136911,-16.781607,0,739.139154,2.402912,1,2,1,0,0,42,4,FALSE
case_0413,straight,0.328224,0.445055,0.8776,0,141.409867,-13.201452,0,315.937336,8.193104,1,2,1,0,0,42,4,FALSE
case_0414,straight,0.390929,0.587964,0.8776,0,203.197288,-13.917944,0,559.11646,28.33548,1,2,1,0,0,42,4,FALSE
case_0415,straight,0.365535,0.460274,0.8776,0,122.391346,-19.722814,0,241.06295,3.818004,1,2,1,0,0,42,4,FALSE
case_0416,straight,0.335676,0.565937,0.8776,0,101.30572,-5.152504,0,430.644655,8.527568,1,2,1,0,0,42,4,FALSE
case_0417,straight,0.347428,0.552791,0.8776,0,299.784617,-24.761493,0,413.208684,21.424107,1,2,1,0,0,42,4,FALSE
case_0418,straight,0.351801,0.577724,0.8776,0,190.985786,-13.185283,0,100.003874,21.743011,1,2,1,0,0,42,4,FALSE
case_0419,straight,0.390825,0.504814,0.8776,0,157.813705,-22.083513,0,422.74572,6.880465,1,2,1,0,0,42,4,FALSE
case_0420,straight,0.324461,0.432236,0.8776,0,162.855092,-4.373378,0,450.313912,8.701146,1,2,1,0,0,42,4,FALSE
case_0421,straight,0.312404,0.507421,0.8776,0,210.152784,-17.642552,0,459.298638,26.501665,1,2,1,0,0,42,4,FALSE
case_0422,straight,0.310227,0.421494,0.8776,0,267.611472,-24.215349,0,302.846155,20.974188,1,2,1,0,0,42,4,FALSE
case_0423,straight,0.359231,0.598249,0.8776,0,232.724779,-11.557398,0,114.399563,2.816879,1,2,1,0,0,42,4,FALSE
case_0424,straight,0.387732,0.526297,0.8776,0,331.449478,-14.243924,0,953.129773,5.114917,1,2,1,0,0,42,4,FALSE
case_0425,straight,0.307285,0.493353,0.8776,0,304.507472,-11.688267,0,253.266969,24.527099,1,2,1,0,0,42,4,FALSE
case_0426,straight,0.363337,0.578679,0.8776,0,97.748616,-16.831829,0,316.617424,25.977592,1,2,1,0,0,42,4,FALSE
case_0427,straight,0.301883,0.491218,0.8776,0,268.18131,-8.168212,0,236.750463,17.587488,1,2,1,0,0,42,4,FALSE
case_0428,straight,0.391595,0.425058,0.8776,0,199.41718,-23.113466,0,565.181874,5.853847,1,2,1,0,0,42,4,FALSE
case_0429,straight,0.356008,0.422768,0.8776,0,133.34018,-11.179813,0,148.737379,3.734881,1,2,1,0,0,42,4,FALSE
case_0430,straight,0.365267,0.489655,0.8776,0,297.535335,-20.188642,0,341.297201,5.978156,1,2,1,0,0,42,4,FALSE
case_0431,straight,0.395849,0.498979,0.8776,0,283.110628,-23.222949,0,217.861816,14.038246,1,2,1,0,0,42,4,FALSE
case_0432,straight,0.397392,0.555944,0.8776,0,173.974909,-22.84844,0,183.756785,7.190987,1,2,1,0,0,42,4,FALSE
case_0433,straight,0.389588,0.442082,0.8776,0,112.046942,-19.639731,0,761.556208,18.879414,1,2,1,0,0,42,4,FALSE
case_0434,straight,0.39389,0.530081,0.8776,0,243.205378,-18.770187,0,410.982541,6.581748,1,2,1,0,0,42,4,FALSE
case_0435,straight,0.33183,0.452362,0.8776,0,206.4579,-4.186982,0,116.011704,22.052551,1,2,1,0,0,42,4,FALSE
case_0436,straight,0.350074,0.490476,0.8776,0,197.198975,-16.622435,0,671.472224,25.253339,1,2,1,0,0,42,4,FALSE
case_0437,straight,0.356284,0.515954,0.8776,0,190.588412,-5.862984,0,420.554991,10.451213,1,2,1,0,0,42,4,FALSE
case_0438,straight,0.376703,0.55481,0.8776,0,160.250587,-6.233307,0,493.348795,2.650489,1,2,1,0,0,42,4,FALSE
case_0439,straight,0.379971,0.511013,0.8776,0,129.377264,-21.087575,0,308.920334,18.968932,1,2,1,0,0,42,4,FALSE
case_0440,straight,0.386173,0.460893,0.8776,0,101.514742,-11.850361,0,446.446416,11.568842,1,2,1,0,0,42,4,FALSE
case_0441,straight,0.374451,0.509389,0.8776,0,234.630078,-22.571861,0,279.338419,25.550309,1,2,1,0,0,42,4,FALSE
case_0442,straight,0.312714,0.443952,0.8776,0,113.402103,-13.398988,0,611.656372,11.398459,1,2,1,0,0,42,4,FALSE
case_0443,straight,0.329878,0.55058,0.8776,0,91.958589,-14.637449,0,871.0272,4.618121,1,2,1,0,0,42,4,FALSE
case_0444,straight,0.354414,0.562268,0.8776,0,145.751622,-11.768533,0,568.240953,12.924126,1,2,1,0,0,42,4,FALSE
case_0445,straight,0.342785,0.482236,0.8776,0,82.201361,-21.55385,0,679.454664,19.436757,1,2,1,0,0,42,4,FALSE
case_0446,straight,0.382366,0.45917,0.8776,0,212.681426,-7.711099,0,890.38461,28.814088,1,2,1,0,0,42,4,FALSE
case_0447,straight,0.312058,0.444463,0.8776,0,95.249998,-7.231094,0,103.01723,6.208371,1,2,1,0,0,42,4,FALSE
case_0448,straight,0.385018,0.495419,0.8776,0,123.982748,-9.520602,0,385.391145,18.967858,1,2,1,0,0,42,4,FALSE
case_0449,straight,0.358153,0.452621,0.8776,0,92.919847,-20.275891,0,458.920295,7.807918,1,2,1,0,0,42,4,FALSE
case_0450,straight,0.350784,0.592893,0.8776,0,279.164665,-7.922902,0,141.236671,20.521287,1,2,1,0,0,42,4,FALSE
case_0451,straight,0.346665,0.503913,0.8776,0,118.52132,-4.348057,0,132.302258,7.627431,1,2,1,0,0,42,4,FALSE
case_0452,straight,0.34633,0.574506,0.8776,0,101.675527,-11.397069,0,270.045171,16.672886,1,2,1,0,0,42,4,FALSE
case_0453,straight,0.38266,0.597768,0.8776,0,107.719906,-12.638923,0,842.41987,25.181924,1,2,1,0,0,42,4,FALSE
case_0454,straight,0.360048,0.402258,0.8776,0,112.498281,-18.85401,0,234.966951,21.709604,1,2,1,0,0,42,4,FALSE
case_0455,straight,0.396855,0.471903,0.8776,0,131.942468,-16.366031,0,368.86663,5.821613,1,2,1,0,0,42,4,FALSE
case_0456,straight,0.376071,0.593365,0.8776,0,153.43155,-13.731723,0,478.551785,7.223038,1,2,1,0,0,42,4,FALSE
case_0457,straight,0.348723,0.556708,0.8776,0,85.629354,-22.771361,0,131.693239,12.526793,1,2,1,0,0,42,4,FALSE
case_0458,straight,0.306803,0.475229,0.8776,0,138.869254,-19.968747,0,540.194461,5.174302,1,2,1,0,0,42,4,FALSE
case_0459,straight,0.349951,0.579912,0.8776,0,239.868274,-8.990635,0,134.915824,18.495901,1,2,1,0,0,42,4,FALSE
case_0460,straight,0.312549,0.492863,0.8776,0,147.638547,-17.803555,0,138.459187,15.952264,1,2,1,0,0,42,4,FALSE
case_0461,straight,0.320197,0.576805,0.8776,0,229.467147,-17.074034,0,863.967262,22.654455,1,2,1,0,0,42,4,FALSE
case_0462,straight,0.336212,0.454565,0.8776,0,114.445779,-24.945345,0,334.741735,8.72032,1,2,1,0,0,42,4,FALSE
case_0463,straight,0.357485,0.4368,0.8776,0,126.531311,-19.347926,0,174.284054,19.643288,1,2,1,0,0,42,4,FALSE
case_0464,straight,0.366434,0.441309,0.8776,0,93.284068,-13.317975,0,121.914655,3.118088,1,2,1,0,0,42,4,FALSE
case_0465,straight,0.369224,0.457523,0.8776,0,325.985772,-9.171146,0,128.561919,6.173417,1,2,1,0,0,42,4,FALSE
case_0466,straight,0.38159,0.552264,0.8776,0,131.183995,-17.892892,0,299.244991,8.318824,1,2,1,0,0,42,4,FALSE
case_0467,straight,0.362541,0.544202,0.8776,0,293.058195,-15.732569,0,168.585692,26.865507,1,2,1,0,0,42,4,FALSE
case_0468,straight,0.309015,0.582867,0.8776,0,152.486079,-5.696359,0,483.06955,17.097055,1,2,1,0,0,42,4,FALSE
case_0469,straight,0.360873,0.533074,0.8776,0,266.133886,-14.781433,0,556.857119,6.099954,1,2,1,0,0,42,4,FALSE
case_0470,straight,0.301382,0.541539,0.8776,0,113.754985,-18.894808,0,273.731596,19.236693,1,2,1,0,0,42,4,FALSE
case_0471,straight,0.368796,0.427417,0.8776,0,106.577147,-12.355202,0,833.665692,2.588716,1,2,1,0,0,42,4,FALSE
case_0472,straight,0.32358,0.416362,0.8776,0,136.351003,-7.670307,0,937.267341,24.381601,1,2,1,0,0,42,4,FALSE
case_0473,straight,0.310727,0.486943,0.8776,0,106.518953,-6.923243,0,911.30999,8.748989,1,2,1,0,0,42,4,FALSE
case_0474,straight,0.365324,0.51255,0.8776,0,94.471504,-24.800228,0,414.747265,9.397461,1,2,1,0,0,42,4,FALSE
case_0475,straight,0.302297,0.587047,0.8776,0,133.56814,-17.115699,0,244.994438,20.143163,1,2,1,0,0,42,4,FALSE
case_0476,straight,0.337744,0.567693,0.8776,0,354.291695,-7.196246,0,622.266078,18.671443,1,2,1,0,0,42,4,FALSE
case_0477,straight,0.34003,0.598079,0.8776,0,110.522751,-14.740437,0,637.797888,21.924193,1,2,1,0,0,42,4,FALSE
case_0478,straight,0.346794,0.465369,0.8776,0,177.082581,-22.269524,0,779.67746,23.721702,1,2,1,0,0,42,4,FALSE
case_0479,straight,0.361055,0.532228,0.8776,0,190.076998,-24.431917,0,996.065345,12.585797,1,2,1,0,0,42,4,FALSE
case_0480,straight,0.361904,0.554714,0.8776,0,257.677674,-24.277343,0,109.742488,12.533002,1,2,1,0,0,42,4,FALSE
case_0481,straight,0.386687,0.569045,0.8776,0,99.157832,-16.125965,0,303.526609,28.315656,1,2,1,0,0,42,4,FALSE
case_0482,straight,0.347212,0.476696,0.8776,0,192.266112,-4.277636,0,117.667964,29.397898,1,2,1,0,0,42,4,FALSE
case_0483,straight,0.348122,0.504144,0.8776,0,161.71795,-15.951509,0,510.638444,17.333984,1,2,1,0,0,42,4,FALSE
case_0484,straight,0.321613,0.552117,0.8776,0,87.525578,-21.651577,0,485.388541,2.378103,1,2,1,0,0,42,4,FALSE
case_0485,straight,0.394525,0.44235,0.8776,0,116.1876,-23.89729,0,487.779723,14.69069,1,2,1,0,0,42,4,FALSE
case_0486,straight,0.384001,0.476091,0.8776,0,360.088213,-22.353933,0,906.698747,15.986032,1,2,1,0,0,42,4,FALSE
case_0487,straight,0.368345,0.420528,0.8776,0,337.239586,-16.596257,0,162.620655,9.731524,1,2,1,0,0,42,4,FALSE
case_0488,straight,0.387338,0.521684,0.8776,0,182.653794,-19.616714,0,475.327183,29.275867,1,2,1,0,0,42,4,FALSE
case_0489,straight,0.346951,0.407457,0.8776,0,196.770121,-10.649004,0,226.487777,7.933863,1,2,1,0,0,42,4,FALSE
case_0490,straight,0.331533,0.421269,0.8776,0,280.843886,-21.888427,0,243.296561,27.209717,1,2,1,0,0,42,4,FALSE
case_0491,straight,0.317226,0.411206,0.8776,0,277.51926,-22.209207,0,174.947184,28.396758,1,2,1,0,0,42,4,FALSE
case_0492,straight,0.380514,0.433606,0.8776,0,187.711725,-11.458703,0,290.80471,2.249739,1,2,1,0,0,42,4,FALSE
case_0493,straight,0.395752,0.536485,0.8776,0,87.990744,-7.878922,0,113.471023,28.725719,1,2,1,0,0,42,4,FALSE
case_0494,straight,0.309563,0.411479,0.8776,0,232.041071,-14.689597,0,106.266147,7.085839,1,2,1,0,0,42,4,FALSE
case_0495,straight,0.304044,0.46633,0.8776,0,177.74559,-12.134199,0,640.175632,16.069293,1,2,1,0,0,42,4,FALSE
case_0496,straight,0.311843,0.56619,0.8776,0,83.691424,-5.011063,0,669.855587,12.079782,1,2,1,0,0,42,4,FALSE
case_0497,straight,0.317394,0.526665,0.8776,0,372.984106,-7.510302,0,266.076017,5.545408,1,2,1,0,0,42,4,FALSE
case_0498,straight,0.330351,0.465889,0.8776,0,87.779257,-8.365898,0,599.475292,21.318431,1,2,1,0,0,42,4,FALSE
case_0499,straight,0.345698,0.451922,0.8776,0,347.655788,-7.505218,0,186.017316,6.025639,1,2,1,0,0,42,4,FALSE
case_0500,straight,0.32138,0.53781,0.8776,0,121.071091,-21.133087,0,133.50578,7.859801,1,2,1,0,0,42,4,FALSE
case_0501,straight,0.379873,0.416828,0.8776,0,123.553511,-20.268644,0,228.211476,5.755924,1,2,1,0,0,42,4,FALSE
case_0502,straight,0.334196,0.45737,0.8776,0,221.704962,-20.609955,0,161.571497,2.623925,1,2,1,0,0,42,4,FALSE
case_0503,straight,0.377716,0.570582,0.8776,0,97.473341,-9.541219,0,300.136829,3.999631,1,2,1,0,0,42,4,FALSE
case_0504,straight,0.39324,0.528657,0.8776,0,278.653612,-12.294677,0,291.61863,3.779742,1,2,1,0,0,42,4,FALSE
case_0505,straight,0.342305,0.437999,0.8776,0,258.122263,-13.146699,0,484.65662,29.847195,1,2,1,0,0,42,4,FALSE
case_0506,straight,0.351184,0.534545,0.8776,0,112.577354,-16.373281,0,513.431028,14.068691,1,2,1,0,0,42,4,FALSE
case_0507,straight,0.324223,0.412573,0.8776,0,303.683649,-21.756525,0,514.721644,5.217146,1,2,1,0,0,42,4,FALSE
case_0508,straight,0.359962,0.498576,0.8776,0,112.907058,-13.493881,0,867.708888,7.831632,1,2,1,0,0,42,4,FALSE
case_0509,straight,0.399062,0.534258,0.8776,0,170.574196,-4.859768,0,442.484677,11.152258,1,2,1,0,0,42,4,FALSE
case_0510,straight,0.332929,0.427888,0.8776,0,345.428047,-15.433719,0,123.592068,13.896631,1,2,1,0,0,42,4,FALSE
case_0511,straight,0.325682,0.59516,0.8776,0,121.341189,-13.515157,0,322.038683,11.83395,1,2,1,0,0,42,4,FALSE
case_0512,straight,0.350292,0.573887,0.8776,0,273.503054,-19.179623,0,325.853512,2.298435,1,2,1,0,0,42,4,FALSE
case_0513,straight,0.348857,0.508823,0.8776,0,111.146117,-14.443922,0,510.278184,5.734134,1,2,1,0,0,42,4,FALSE
case_0514,straight,0.394218,0.548083,0.8776,0,343.839362,-9.610953,0,684.506209,28.484173,1,2,1,0,0,42,4,FALSE
case_0515,straight,0.326182,0.57425,0.8776,0,281.946758,-5.383727,0,111.829327,16.428942,1,2,1,0,0,42,4,FALSE
case_0516,straight,0.32025,0.513274,0.8776,0,81.992657,-11.744899,0,569.817214,29.718553,1,2,1,0,0,42,4,FALSE
case_0517,straight,0.390047,0.502634,0.8776,0,292.707102,-22.744283,0,216.64903,13.110325,1,2,1,0,0,42,4,FALSE
case_0518,straight,0.341614,0.596879,0.8776,0,302.65304,-22.194978,0,203.509188,16.725728,1,2,1,0,0,42,4,FALSE
case_0519,straight,0.317799,0.503117,0.8776,0,86.606177,-13.36501,0,663.666541,25.032825,1,2,1,0,0,42,4,FALSE
case_0520,straight,0.328457,0.596349,0.8776,0,326.924758,-10.902227,0,527.004072,17.830974,1,2,1,0,0,42,4,FALSE
case_0521,straight,0.363771,0.477226,0.8776,0,243.37899,-6.976453,0,162.314303,23.699924,1,2,1,0,0,42,4,FALSE
case_0522,straight,0.391188,0.490239,0.8776,0,84.24304,-23.974665,0,134.06896,6.428326,1,2,1,0,0,42,4,FALSE
case_0523,straight,0.345518,0.440197,0.8776,0,116.668963,-23.39939,0,197.679824,16.891144,1,2,1,0,0,42,4,FALSE
case_0524,straight,0.357885,0.450272,0.8776,0,186.985422,-21.523222,0,412.184323,15.33864,1,2,1,0,0,42,4,FALSE
case_0525,straight,0.33268,0.50023,0.8776,0,91.397503,-9.206686,0,465.45493,29.559824,1,2,1,0,0,42,4,FALSE
case_0526,straight,0.320613,0.52579,0.8776,0,256.607166,-21.108841,0,342.7145,13.50389,1,2,1,0,0,42,4,FALSE
case_0527,straight,0.305757,0.461772,0.8776,0,286.872147,-6.439443,0,324.957577,5.267441,1,2,1,0,0,42,4,FALSE
case_0528,straight,0.352696,0.523458,0.8776,0,261.813697,-6.043971,0,184.93848,28.534703,1,2,1,0,0,42,4,FALSE
case_0529,straight,0.328325,0.572717,0.8776,0,305.81186,-5.09072,0,243.911755,18.715784,1,2,1,0,0,42,4,FALSE
case_0530,straight,0.345188,0.595799,0.8776,0,375.700057,-7.101863,0,135.410449,13.401793,1,2,1,0,0,42,4,FALSE
case_0531,straight,0.303613,0.596491,0.8776,0,289.74336,-24.501936,0,204.253984,27.522357,1,2,1,0,0,42,4,FALSE
case_0532,straight,0.303519,0.439306,0.8776,0,342.082567,-19.028867,0,363.40159,16.262507,1,2,1,0,0,42,4,FALSE
case_0533,straight,0.36746,0.438987,0.8776,0,262.508652,-4.041419,0,628.220884,12.134952,1,2,1,0,0,42,4,FALSE
case_0534,straight,0.345317,0.483971,0.8776,0,295.3808,-23.343635,0,101.956205,17.787647,1,2,1,0,0,42,4,FALSE
case_0535,straight,0.395125,0.479252,0.8776,0,96.530254,-13.071782,0,197.870895,10.814342,1,2,1,0,0,42,4,FALSE
case_0536,straight,0.30917,0.435128,0.8776,0,220.246124,-24.445249,0,544.239944,12.706923,1,2,1,0,0,42,4,FALSE
case_0537,straight,0.308746,0.418218,0.8776,0,151.580334,-22.27281,0,421.258197,24.062909,1,2,1,0,0,42,4,FALSE
case_0538,straight,0.389819,0.549586,0.8776,0,125.69845,-19.93393,0,904.026066,3.987094,1,2,1,0,0,42,4,FALSE
case_0539,straight,0.353521,0.445411,0.8776,0,235.328428,-10.684971,0,156.452544,2.434088,1,2,1,0,0,42,4,FALSE
case_0540,straight,0.332565,0.463935,0.8776,0,103.568425,-6.834804,0,641.684515,2.06154,1,2,1,0,0,42,4,FALSE
case_0541,straight,0.325575,0.49682,0.8776,0,119.551406,-14.803458,0,170.716072,20.406683,1,2,1,0,0,42,4,FALSE
case_0542,straight,0.343963,0.447014,0.8776,0,376.718875,-4.56335,0,108.75595,28.787654,1,2,1,0,0,42,4,FALSE
case_0543,straight,0.301655,0.51058,0.8776,0,89.250198,-8.037577,0,699.223794,14.621949,1,2,1,0,0,42,4,FALSE
case_0544,straight,0.362708,0.433547,0.8776,0,395.828455,-18.19959,0,971.49452,11.779843,1,2,1,0,0,42,4,FALSE
case_0545,straight,0.304639,0.444204,0.8776,0,84.457779,-10.235884,0,322.635192,10.726635,1,2,1,0,0,42,4,FALSE
case_0546,straight,0.32978,0.512019,0.8776,0,104.137601,-22.141429,0,921.029814,19.202042,1,2,1,0,0,42,4,FALSE
case_0547,straight,0.323493,0.542752,0.8776,0,392.131628,-9.143431,0,912.924415,3.594497,1,2,1,0,0,42,4,FALSE
case_0548,straight,0.388968,0.522341,0.8776,0,166.593675,-16.492675,0,202.833816,17.716378,1,2,1,0,0,42,4,FALSE
case_0549,straight,0.388538,0.557255,0.8776,0,89.621182,-16.393995,0,648.81415,20.070852,1,2,1,0,0,42,4,FALSE
case_0550,straight,0.303337,0.446889,0.8776,0,151.39468,-10.974335,0,108.306708,10.687558,1,2,1,0,0,42,4,FALSE
case_0551,straight,0.335062,0.593952,0.8776,0,101.830718,-11.249782,0,275.757054,24.270205,1,2,1,0,0,42,4,FALSE
case_0552,straight,0.313459,0.593743,0.8776,0,155.702087,-21.618205,0,268.486426,8.798193,1,2,1,0,0,42,4,FALSE
case_0553,straight,0.31112,0.45579,0.8776,0,209.344099,-7.042799,0,809.361213,7.938125,1,2,1,0,0,42,4,FALSE
case_0554,straight,0.392262,0.5371,0.8776,0,109.61908,-18.602463,0,280.468385,19.285718,1,2,1,0,0,42,4,FALSE
case_0555,straight,0.353716,0.441701,0.8776,0,208.235581,-4.782379,0,676.485571,24.578975,1,2,1,0,0,42,4,FALSE
case_0556,straight,0.332354,0.541848,0.8776,0,244.030237,-21.362046,0,682.009854,17.515312,1,2,1,0,0,42,4,FALSE
case_0557,straight,0.314527,0.588454,0.8776,0,115.430225,-18.491012,0,218.437966,23.056818,1,2,1,0,0,42,4,FALSE
case_0558,straight,0.306656,0.526904,0.8776,0,118.325613,-17.398841,0,802.073663,3.192943,1,2,1,0,0,42,4,FALSE
case_0559,straight,0.387958,0.594373,0.8776,0,398.496058,-23.58136,0,969.925728,24.651575,1,2,1,0,0,42,4,FALSE
case_0560,straight,0.394445,0.420943,0.8776,0,144.167866,-16.79264,0,829.148861,14.196758,1,2,1,0,0,42,4,FALSE
case_0561,straight,0.30895,0.492386,0.8776,0,94.72369,-17.625568,0,725.718764,27.571352,1,2,1,0,0,42,4,FALSE
case_0562,straight,0.316781,0.572592,0.8776,0,396.629115,-7.465704,0,517.495069,26.030351,1,2,1,0,0,42,4,FALSE
case_0563,straight,0.337416,0.48307,0.8776,0,157.771127,-18.513426,0,150.630229,14.919357,1,2,1,0,0,42,4,FALSE
case_0564,straight,0.372051,0.516318,0.8776,0,81.751283,-9.631892,0,645.495733,19.047996,1,2,1,0,0,42,4,FALSE
case_0565,straight,0.310397,0.546561,0.8776,0,399.83568,-22.108827,0,887.383573,14.004213,1,2,1,0,0,42,4,FALSE
case_0566,straight,0.356567,0.567187,0.8776,0,283.698042,-10.577457,0,139.365225,27.557365,1,2,1,0,0,42,4,FALSE
case_0567,straight,0.374633,0.451142,0.8776,0,317.936991,-19.895056,0,123.800622,15.443958,1,2,1,0,0,42,4,FALSE
case_0568,straight,0.30427,0.461443,0.8776,0,131.711706,-18.842721,0,163.717799,10.747159,1,2,1,0,0,42,4,FALSE
case_0569,straight,0.306376,0.511208,0.8776,0,385.81675,-5.536625,0,142.717639,5.38247,1,2,1,0,0,42,4,FALSE
case_0570,straight,0.332753,0.466423,0.8776,0,323.302341,-4.05827,0,119.128309,21.197507,1,2,1,0,0,42,4,FALSE
case_0571,straight,0.375805,0.437057,0.8776,0,365.490187,-4.393024,0,202.014631,9.60902,1,2,1,0,0,42,4,FALSE
case_0572,straight,0.368202,0.495199,0.8776,0,176.721364,-4.923787,0,734.19079,11.36925,1,2,1,0,0,42,4,FALSE
case_0573,straight,0.338438,0.405997,0.8776,0,165.157868,-20.301641,0,394.036841,10.601405,1,2,1,0,0,42,4,FALSE
case_0574,straight,0.329698,0.529299,0.8776,0,186.006597,-11.30679,0,148.522073,16.624347,1,2,1,0,0,42,4,FALSE
case_0575,straight,0.330764,0.522978,0.8776,0,136.15894,-7.612844,0,701.938848,7.321607,1,2,1,0,0,42,4,FALSE
case_0576,straight,0.315083,0.520368,0.8776,0,108.357574,-14.098309,0,140.799742,14.520901,1,2,1,0,0,42,4,FALSE
case_0577,straight,0.371281,0.559468,0.8776,0,135.747353,-12.626221,0,438.74895,9.699727,1,2,1,0,0,42,4,FALSE
case_0578,straight,0.360372,0.595333,0.8776,0,196.181533,-11.380737,0,292.88079,21.876243,1,2,1,0,0,42,4,FALSE
case_0579,straight,0.398979,0.419565,0.8776,0,80.780992,-6.556382,0,136.906981,20.758881,1,2,1,0,0,42,4,FALSE
case_0580,straight,0.318252,0.594458,0.8776,0,305.668965,-13.81772,0,129.444983,24.655165,1,2,1,0,0,42,4,FALSE
case_0581,straight,0.37373,0.459994,0.8776,0,219.094243,-14.493642,0,169.350326,8.100899,1,2,1,0,0,42,4,FALSE
case_0582,straight,0.394785,0.401505,0.8776,0,174.73778,-22.382184,0,111.371147,15.072291,1,2,1,0,0,42,4,FALSE
case_0583,straight,0.375224,0.447602,0.8776,0,114.136109,-12.921225,0,759.466941,5.622125,1,2,1,0,0,42,4,FALSE
case_0584,straight,0.331638,0.407758,0.8776,0,132.618419,-17.00257,0,318.867952,12.642526,1,2,1,0,0,42,4,FALSE
case_0585,straight,0.317504,0.545511,0.8776,0,207.430491,-15.945993,0,902.629399,21.553676,1,2,1,0,0,42,4,FALSE
case_0586,straight,0.345004,0.536898,0.8776,0,162.460146,-4.482567,0,223.362492,11.529262,1,2,1,0,0,42,4,FALSE
case_0587,straight,0.306944,0.440854,0.8776,0,288.915072,-18.402948,0,536.918462,2.735849,1,2,1,0,0,42,4,FALSE
case_0588,straight,0.362299,0.582015,0.8776,0,87.093625,-13.289314,0,758.295208,18.418094,1,2,1,0,0,42,4,FALSE
case_0589,straight,0.383557,0.54984,0.8776,0,166.036196,-4.314882,0,577.490945,15.326959,1,2,1,0,0,42,4,FALSE
case_0590,straight,0.333073,0.539692,0.8776,0,330.734746,-20.485917,0,417.155732,25.686153,1,2,1,0,0,42,4,FALSE
case_0591,straight,0.383155,0.418998,0.8776,0,318.356017,-11.095935,0,102.704881,9.47711,1,2,1,0,0,42,4,FALSE
case_0592,straight,0.380669,0.514852,0.8776,0,259.686998,-23.520771,0,278.48126,6.980211,1,2,1,0,0,42,4,FALSE
case_0593,straight,0.300409,0.488786,0.8776,0,250.42636,-14.349332,0,373.587969,23.667122,1,2,1,0,0,42,4,FALSE
case_0594,straight,0.375026,0.477789,0.8776,0,135.430869,-5.122047,0,339.40533,27.904891,1,2,1,0,0,42,4,FALSE
case_0595,straight,0.377385,0.521372,0.8776,0,233.259193,-13.553587,0,181.134547,7.236405,1,2,1,0,0,42,4,FALSE
case_0596,straight,0.361573,0.550745,0.8776,0,142.43698,-20.025884,0,176.763009,20.317643,1,2,1,0,0,42,4,FALSE
case_0597,straight,0.304183,0.547995,0.8776,0,151.863665,-6.174383,0,930.612993,14.723391,1,2,1,0,0,42,4,FALSE
case_0598,straight,0.364586,0.558018,0.8776,0,94.949643,-10.658805,0,166.820247,14.496944,1,2,1,0,0,42,4,FALSE
case_0599,straight,0.376811,0.430614,0.8776,0,197.920295,-16.565435,0,286.444526,19.378591,1,2,1,0,0,42,4,FALSE
case_0600,straight,0.325065,0.517212,0.8776,0,352.932442,-22.23786,0,834.015021,4.148967,1,2,1,0,0,42,4,FALSE
case_0601,straight,0.374984,0.486387,0.8776,0,123.226609,-17.210036,0,372.423306,22.357013,1,2,1,0,0,42,4,FALSE
case_0602,straight,0.303074,0.405544,0.8776,0,178.97878,-6.030514,0,114.27469,9.168993,1,2,1,0,0,42,4,FALSE
case_0603,straight,0.358734,0.580724,0.8776,0,146.154828,-4.42259,0,851.084939,25.856374,1,2,1,0,0,42,4,FALSE
case_0604,straight,0.387589,0.551326,0.8776,0,179.536533,-5.289989,0,150.058471,3.131318,1,2,1,0,0,42,4,FALSE
case_0605,straight,0.372952,0.464495,0.8776,0,366.420998,-11.520086,0,261.046535,3.878959,1,2,1,0,0,42,4,FALSE
case_0606,straight,0.385421,0.52758,0.8776,0,381.047601,-14.815802,0,330.3033,20.390713,1,2,1,0,0,42,4,FALSE
case_0607,straight,0.314049,0.500101,0.8776,0,217.859035,-8.528083,0,625.938909,12.440633,1,2,1,0,0,42,4,FALSE
case_0608,straight,0.37139,0.553832,0.8776,0,371.368502,-20.528744,0,166.254578,3.236467,1,2,1,0,0,42,4,FALSE
case_0609,straight,0.347761,0.428247,0.8776,0,140.705569,-19.539159,0,374.912778,21.774444,1,2,1,0,0,42,4,FALSE
case_0610,straight,0.314447,0.542202,0.8776,0,306.268632,-13.605936,0,147.772823,23.531376,1,2,1,0,0,42,4,FALSE
case_0611,straight,0.39391,0.543009,0.8776,0,120.044448,-18.452535,0,110.55587,11.912662,1,2,1,0,0,42,4,FALSE
case_0612,straight,0.350912,0.543414,0.8776,0,170.034321,-8.286864,0,135.643121,23.447799,1,2,1,0,0,42,4,FALSE
case_0613,straight,0.34375,0.545225,0.8776,0,114.779356,-6.760209,0,126.181474,4.019813,1,2,1,0,0,42,4,FALSE
case_0614,straight,0.365859,0.55702,0.8776,0,217.42237,-7.084193,0,380.37463,22.572889,1,2,1,0,0,42,4,FALSE
case_0615,straight,0.356465,0.524946,0.8776,0,360.542699,-14.603649,0,849.007423,24.784005,1,2,1,0,0,42,4,FALSE
case_0616,straight,0.378192,0.510083,0.8776,0,118.144364,-8.847673,0,356.171932,8.987386,1,2,1,0,0,42,4,FALSE
